[0.000000] (-) TimerEvent: {}
[0.000315] (ur_description) JobQueued: {'identifier': 'ur_description', 'dependencies': OrderedDict()}
[0.098771] (-) TimerEvent: {}
[0.099505] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/initial_positions.yaml\n'}
[0.099830] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur10/default_kinematics.yaml\n'}
[0.100162] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur10/joint_limits.yaml\n'}
[0.100331] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur10/physical_parameters.yaml\n'}
[0.100455] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur10/visual_parameters.yaml\n'}
[0.100585] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur10e/default_kinematics.yaml\n'}
[0.100703] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur10e/joint_limits.yaml\n'}
[0.100979] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur10e/physical_parameters.yaml\n'}
[0.101106] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur10e/visual_parameters.yaml\n'}
[0.101220] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur12e/default_kinematics.yaml\n'}
[0.101329] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur12e/joint_limits.yaml\n'}
[0.101436] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur12e/physical_parameters.yaml\n'}
[0.101556] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur12e/visual_parameters.yaml\n'}
[0.101876] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur15/default_kinematics.yaml\n'}
[0.102005] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur15/joint_limits.yaml\n'}
[0.102123] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur15/physical_parameters.yaml\n'}
[0.102235] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur15/visual_parameters.yaml\n'}
[0.102348] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur16e/default_kinematics.yaml\n'}
[0.102460] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur16e/joint_limits.yaml\n'}
[0.102592] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur16e/physical_parameters.yaml\n'}
[0.102713] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur16e/visual_parameters.yaml\n'}
[0.102824] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur20/default_kinematics.yaml\n'}
[0.102935] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur20/joint_limits.yaml\n'}
[0.103047] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur20/physical_parameters.yaml\n'}
[0.103362] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur20/visual_parameters.yaml\n'}
[0.103763] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur3/default_kinematics.yaml\n'}
[0.103900] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur3/joint_limits.yaml\n'}
[0.104022] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur3/physical_parameters.yaml\n'}
[0.104136] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur3/visual_parameters.yaml\n'}
[0.104249] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur30/default_kinematics.yaml\n'}
[0.104422] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur30/joint_limits.yaml\n'}
[0.104606] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur30/physical_parameters.yaml\n'}
[0.104728] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur30/visual_parameters.yaml\n'}
[0.104839] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur3e/default_kinematics.yaml\n'}
[0.104949] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur3e/joint_limits.yaml\n'}
[0.105059] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur3e/physical_parameters.yaml\n'}
[0.105171] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur3e/visual_parameters.yaml\n'}
[0.105281] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur5/default_kinematics.yaml\n'}
[0.105392] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur5/joint_limits.yaml\n'}
[0.105503] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur5/physical_parameters.yaml\n'}
[0.105661] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur5/visual_parameters.yaml\n'}
[0.105768] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur5e/default_kinematics.yaml\n'}
[0.105872] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur5e/joint_limits.yaml\n'}
[0.105974] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur5e/physical_parameters.yaml\n'}
[0.106076] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur5e/visual_parameters.yaml\n'}
[0.106178] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur7e/default_kinematics.yaml\n'}
[0.106279] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur7e/joint_limits.yaml\n'}
[0.106380] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur7e/physical_parameters.yaml\n'}
[0.106485] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur7e/visual_parameters.yaml\n'}
[0.106757] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur8long/default_kinematics.yaml\n'}
[0.106877] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur8long/joint_limits.yaml\n'}
[0.106954] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur8long/physical_parameters.yaml\n'}
[0.107084] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/config/ur8long/visual_parameters.yaml\n'}
[0.107153] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/launch/display.launch.py\n'}
[0.107266] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/launch/gazebo.launch.py\n'}
[0.107342] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/launch/view_ur.launch.py\n'}
[0.107405] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10/collision/base.stl\n'}
[0.107470] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10/collision/forearm.stl\n'}
[0.107537] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10/collision/shoulder.stl\n'}
[0.107612] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10/collision/upperarm.stl\n'}
[0.107675] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10/collision/wrist1.stl\n'}
[0.107735] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10/collision/wrist2.stl\n'}
[0.107797] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10/collision/wrist3.stl\n'}
[0.107865] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10/visual/base.dae\n'}
[0.107970] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10/visual/forearm.dae\n'}
[0.108116] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10/visual/shoulder.dae\n'}
[0.108177] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10/visual/upperarm.dae\n'}
[0.108240] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10/visual/wrist1.dae\n'}
[0.108304] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10/visual/wrist2.dae\n'}
[0.108365] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10/visual/wrist3.dae\n'}
[0.108426] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/base.stl\n'}
[0.108486] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/bowl.stl\n'}
[0.108559] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/forearm.stl\n'}
[0.108661] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /home/nithish/robotic_arm_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/shoulder.stl\n'}
